acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,Latitude,Longitude
543611,,Slight,2,1,15/08/2011,Monday,15,August,11,13,0,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322830,676470,570093,Segment,T.V.N.P.,362795,unset,EH52LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9750540623,-3.23669620518
544111,,Slight,2,1,10/08/2011,Wednesday,10,August,11,16,45,230,C,,Roundabout,30,Roundabout,Give way sign or markings,B,901,Daylight: street lights present,Unknown,Dry,None,None,No overtaking,325760,674670,520203,Junction,Cyclist,362796,unset,EH74BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9593451356,-3.18925664021
545211,,Slight,3,2,02/08/2011,Tuesday,2,August,11,12,6,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326200,673570,521139,Junction,M.V.N.P.,362797,unset,EH11TA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9495306418,-3.18190878106
545311,,Slight,1,1,18/08/2011,Thursday,18,August,11,11,40,230,A,772,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,329330,668580,530254,Junction,Bus,362798,unset,EH178RN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9051704607,-3.13048700755
546011,,Slight,2,1,18/08/2011,Thursday,18,August,11,11,25,230,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325090,674130,520548,Junction,T.V.N.P.,362799,unset,EH21LN,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9543898528,-3.19983670335
546411,,Slight,1,1,18/08/2011,Thursday,18,August,11,19,15,230,A,199,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,901,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326480,676750,531310,Junction,Bus,362800,unset,EH66NF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9781423629,-3.17829346858
546811,,Slight,2,1,17/08/2011,Wednesday,17,August,11,12,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324800,671720,523833,Junction,Cyclist,362801,unset,EH104BJ,Control by other authorised person,Central refuge - no other controls,At scene,55.9326934872,-3.20380863932
548111,,Slight,2,1,19/08/2011,Friday,19,August,11,9,20,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327270,671720,530389,Junction,Bus,362802,unset,EH165DT,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9330734147,-3.16427798414
548211,,Serious,1,1,19/08/2011,Friday,19,August,11,13,5,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320110,672920,521724,Junction,Pedestrian,362803,unset,EH128AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9427175078,-3.27922144017
548611,,Serious,2,2,19/08/2011,Friday,19,August,11,12,43,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320810,674780,565736,Segment,T.V.N.P.,362804,unset,EH47SU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9595428629,-3.26856224277
549011,,Slight,1,1,19/08/2011,Friday,19,August,11,17,15,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327110,675530,519508,Junction,Pedestrian,362805,unset,EH68JW,Control by other authorised person,Central refuge - no other controls,At scene,55.9672780535,-3.16786865556
549511,,Slight,1,1,18/08/2011,Thursday,18,August,11,15,35,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327790,668000,0,Unset,Pedestrian,362806,unset,EH178EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.8997311499,-3.15496150339
550911,,Slight,1,1,20/08/2011,Saturday,20,August,11,12,5,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324770,668280,533137,Junction,Bus,362807,unset,EH106QR,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.9017842341,-3.20333097985
551411,,Slight,2,1,17/08/2011,Wednesday,17,August,11,8,40,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321450,671840,522174,Junction,Cyclist,362808,unset,EH113DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9332359809,-3.25745645943
551611,,Slight,2,1,20/08/2011,Saturday,20,August,11,18,5,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319900,671160,551797,Segment,Cyclist,362809,unset,EH113UP,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9268714402,-3.28206074695
553111,,Slight,1,1,20/08/2011,Saturday,20,August,11,16,30,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,672860,549186,Segment,Pedestrian,362810,unset,EH39LZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9429538383,-3.20220532902
555311,,Serious,1,1,30/08/2011,Tuesday,30,August,11,14,45,230,B,6415,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,330420,673970,523581,Junction,Pedestrian,362811,unset,EH151AR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9537538313,-3.11444342466
555511,,Slight,2,1,22/08/2011,Monday,22,August,11,8,55,230,A,902,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322830,675420,519792,Junction,T.V.N.P.,362812,unset,EH42PT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene,55.9656211806,-3.2363953103
556311,,Slight,2,1,23/08/2011,Tuesday,23,August,11,9,10,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325510,676200,519250,Junction,T.V.N.P.,362813,unset,EH64SS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.97305172,-3.19368354551
556611,,Slight,3,1,23/08/2011,Tuesday,23,August,11,11,0,230,A,71,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,319290,670620,549701,Segment,M.V.N.P.,362814,unset,EH114JX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.921918337,-3.29166010274
556911,,Slight,2,1,20/08/2011,Saturday,20,August,11,17,0,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,672850,549186,Segment,Cyclist,362815,unset,EH39LZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9428639998,-3.2022025458
560111,,Slight,2,1,24/08/2011,Wednesday,24,August,11,15,50,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,322790,668050,570552,Segment,T.V.N.P.,362816,unset,EH139QP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.899404484,-3.23492797565
560311,,Slight,2,1,24/08/2011,Wednesday,24,August,11,16,44,230,A,90,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313450,677040,555414,Segment,T.V.N.P.,362817,unset,EH309SR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9785751943,-3.38715281019
560511,,Serious,1,1,02/09/2011,Friday,2,September,11,20,0,230,A,901,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,326850,676020,531349,Junction,Pedestrian,362845,unset,EH65HZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9716406375,-3.17216658225
561011,,Serious,1,1,17/08/2011,Wednesday,17,August,11,12,20,230,A,8,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325390,673880,521049,Junction,Pedestrian,362818,unset,EH22DF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9521905663,-3.19496357777
561111,,Slight,2,2,24/08/2011,Wednesday,24,August,11,17,0,230,A,70,Single carriageway - 2 lanes,40,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321340,669960,532843,Junction,T.V.N.P.,362819,unset,EH142LU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.916328668,-3.2586693371
561211,,Serious,1,1,02/09/2011,Friday,2,September,11,16,10,230,A,8,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323920,673220,550607,Segment,Pedestrian,362846,unset,EH125JZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9460307712,-3.21831514992
561411,,Serious,1,1,02/09/2011,Friday,2,September,11,18,1,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326050,673580,12220768,Junction,Pedestrian,362847,unset,EH11NB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.949597422,-3.18431320056
561511,,Serious,2,1,30/08/2011,Tuesday,30,August,11,17,50,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322820,670750,529747,Junction,Cyclist,362820,unset,EH141BY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.9236655234,-3.23521922268
562011,,Slight,1,1,24/08/2011,Wednesday,24,August,11,15,56,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324740,673580,548952,Segment,Pedestrian,362821,unset,EH12DA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.9493940524,-3.205287745
562111,,Serious,2,1,02/09/2011,Friday,2,September,11,10,55,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,700,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326220,672550,532729,Junction,Pedestrian,362848,unset,EH91ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.940370118,-3.18130954757
